resultado_id,corrida_id,data_corrida,tipo_evento,nome_evento,circuito_rota,regiao,tipo_rota,piso,distancia_km,voltas,pulseira_minima,nivel_pulseira_minima,piloto,pulseira_piloto,nivel_pulseira_piloto,ano_carro,marca_carro,modelo_carro,classe_carro,tracao,potencia_hp,tempo_total_seg,tempo_formatado,gap_para_vencedor_seg,posicao,vencedor,dnf,pontos,creditos_usd,velocidade_media_kmh,clima,hora_largada,registro_sintetico,fonte_eventos,fonte_carros,fonte_pulseiras
RES-0103,RACE-013,2012-10-25,Festival Race,ADIDAS Urban Avalanche,Beaumont Sprint Circuit,Beaumont,Circuit,Asfalto,7.40,3,Blue,3,Casey Turner,Pink,4,2002,Nissan,Skyline GT-R V-Spec II,A,AWD,327,636.979,00:10:36.979,97.465,7,FALSE,FALSE,55,4872.00,125.50,Nublado,12:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0104,RACE-013,2012-10-25,Festival Race,ADIDAS Urban Avalanche,Beaumont Sprint Circuit,Beaumont,Circuit,Asfalto,7.40,3,Blue,3,Riley Grant,Blue,3,2011,Ford,F-150 SVT Raptor,B,AWD,411,659.041,00:10:59.041,119.527,8,FALSE,FALSE,44,4284.00,121.30,Ensolarado,12:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0105,RACE-014,2012-10-26,Festival Race,GoPro Euro Cross,Bunker Dirt Cross,Bunker,Dirt Cross,Terra,8.10,3,Blue,3,Logan Rivera,Pink,4,2010,Ferrari,458 Italia,S,RWD,562,983.475,00:16:23.475,0.000,1,TRUE,FALSE,120,8400.00,88.90,Chuva leve,13:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0106,RACE-014,2012-10-26,Festival Race,GoPro Euro Cross,Bunker Dirt Cross,Bunker,Dirt Cross,Terra,8.10,3,Blue,3,Skyler Bennett,Orange,5,1997,Lamborghini,Diablo SV,S,RWD,510,988.793,00:16:28.793,5.318,2,FALSE,FALSE,109,7811.00,88.50,Seco,13:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0107,RACE-014,2012-10-26,Festival Race,GoPro Euro Cross,Bunker Dirt Cross,Bunker,Dirt Cross,Terra,8.10,3,Blue,3,Cameron Price,Orange,5,2011,Audi,R8 GT,S,AWD,560,1013.105,00:16:53.105,29.630,3,FALSE,FALSE,98,7224.00,86.30,Seco,13:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0108,RACE-014,2012-10-26,Festival Race,GoPro Euro Cross,Bunker Dirt Cross,Bunker,Dirt Cross,Terra,8.10,3,Blue,3,Jordan Hayes,Pink,4,2012,Dodge,Challenger SRT8 392,A,RWD,470,1021.960,00:17:01.960,38.485,4,FALSE,FALSE,87,6636.00,85.60,Chuva leve,13:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0109,RACE-014,2012-10-26,Festival Race,GoPro Euro Cross,Bunker Dirt Cross,Bunker,Dirt Cross,Terra,8.10,3,Blue,3,Drew Foster,Pink,4,1985,Ford,RS200 Evolution,A,AWD,450,1115.154,00:18:35.154,131.679,5,FALSE,FALSE,76,6048.00,78.40,Chuva leve,13:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0110,RACE-014,2012-10-26,Festival Race,GoPro Euro Cross,Bunker Dirt Cross,Bunker,Dirt Cross,Terra,8.10,3,Blue,3,Quinn Parker,Blue,3,2010,Ford,Focus RS500,A,FWD,345,1119.550,00:18:39.550,136.075,6,FALSE,FALSE,66,5459.00,78.10,Vento forte,13:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0111,RACE-014,2012-10-26,Festival Race,GoPro Euro Cross,Bunker Dirt Cross,Bunker,Dirt Cross,Terra,8.10,3,Blue,3,Peyton Hughes,Orange,5,1970,Ford,Mustang Boss 429,B,RWD,375,1148.948,00:19:08.948,165.473,7,FALSE,FALSE,55,4872.00,76.10,Ensolarado,13:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0112,RACE-014,2012-10-26,Festival Race,GoPro Euro Cross,Bunker Dirt Cross,Bunker,Dirt Cross,Terra,8.10,3,Blue,3,Alex Mercer,Pink,4,2008,Mitsubishi,Lancer Evolution X GSR,A,AWD,291,1448.569,00:24:08.569,465.094,8,FALSE,TRUE,44,4284.00,60.39,Seco,13:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0113,RACE-015,2012-10-20,Festival Race,Recaro '70s Rockout,Bunker Dirt Sprint,Bunker,Dirt Sprint,Terra,9.70,1,Blue,3,Jordan Hayes,Pink,4,2010,Lexus,LFA,S,RWD,552,301.983,00:05:01.983,0.000,1,TRUE,FALSE,120,8400.00,115.60,Nublado,14:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0114,RACE-015,2012-10-20,Festival Race,Recaro '70s Rockout,Bunker Dirt Sprint,Bunker,Dirt Sprint,Terra,9.70,1,Blue,3,Jamie Cole,Pink,4,2005,Ford,GT,S,RWD,550,314.149,00:05:14.149,12.166,2,FALSE,FALSE,109,7811.00,111.20,Chuva leve,14:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0115,RACE-015,2012-10-20,Festival Race,Recaro '70s Rockout,Bunker Dirt Sprint,Bunker,Dirt Sprint,Terra,9.70,1,Blue,3,Casey Turner,Pink,4,2012,Nissan,GT-R Black Edition,A,AWD,530,335.972,00:05:35.972,33.989,3,FALSE,FALSE,98,7224.00,103.90,Chuva leve,14:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0116,RACE-015,2012-10-20,Festival Race,Recaro '70s Rockout,Bunker Dirt Sprint,Bunker,Dirt Sprint,Terra,9.70,1,Blue,3,Cameron Price,Purple,6,2012,Lamborghini,Aventador LP700-4,S,AWD,700,353.263,00:05:53.263,51.280,4,FALSE,FALSE,87,6636.00,98.80,Seco,14:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0117,RACE-015,2012-10-20,Festival Race,Recaro '70s Rockout,Bunker Dirt Sprint,Bunker,Dirt Sprint,Terra,9.70,1,Blue,3,Logan Rivera,Blue,3,2008,BMW,M3,A,RWD,414,356.728,00:05:56.728,54.745,5,FALSE,FALSE,76,6048.00,97.90,Vento forte,14:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0118,RACE-015,2012-10-20,Festival Race,Recaro '70s Rockout,Bunker Dirt Sprint,Bunker,Dirt Sprint,Terra,9.70,1,Blue,3,Harper Diaz,Blue,3,2011,Ford,F-150 SVT Raptor,B,AWD,411,362.559,00:06:02.559,60.576,6,FALSE,FALSE,66,5459.00,96.30,Nublado,14:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0119,RACE-015,2012-10-20,Festival Race,Recaro '70s Rockout,Bunker Dirt Sprint,Bunker,Dirt Sprint,Terra,9.70,1,Blue,3,Alex Mercer,Purple,6,2011,Subaru,Impreza WRX STI,A,AWD,305,363.991,00:06:03.991,62.008,7,FALSE,FALSE,55,4872.00,95.90,Ensolarado,14:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0120,RACE-015,2012-10-20,Festival Race,Recaro '70s Rockout,Bunker Dirt Sprint,Bunker,Dirt Sprint,Terra,9.70,1,Blue,3,Peyton Hughes,Purple,6,1983,Audi,Sport quattro,B,AWD,302,365.185,00:06:05.185,63.202,8,FALSE,FALSE,44,4284.00,95.60,Ensolarado,14:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0121,RACE-016,2012-10-21,Festival Race,BBS Showdown,Route 24 Run,Route 24,Sprint,Asfalto,12.10,1,Blue,3,Jordan Hayes,Pink,4,1997,Lamborghini,Diablo SV,S,RWD,510,393.158,00:06:33.158,0.000,1,TRUE,FALSE,120,8400.00,110.80,Nublado,15:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0122,RACE-016,2012-10-21,Festival Race,BBS Showdown,Route 24 Run,Route 24,Sprint,Asfalto,12.10,1,Blue,3,Drew Foster,Blue,3,2004,Saleen,S7,S,RWD,575,396.644,00:06:36.644,3.486,2,FALSE,FALSE,109,7811.00,109.80,Chuva leve,15:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0123,RACE-016,2012-10-21,Festival Race,BBS Showdown,Route 24 Run,Route 24,Sprint,Asfalto,12.10,1,Blue,3,Taylor Brooks,Pink,4,2008,Mitsubishi,Lancer Evolution X GSR,A,AWD,291,421.731,00:07:01.731,28.573,3,FALSE,FALSE,98,7224.00,103.30,Ensolarado,15:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0124,RACE-016,2012-10-21,Festival Race,BBS Showdown,Route 24 Run,Route 24,Sprint,Asfalto,12.10,1,Blue,3,Cameron Price,Pink,4,2010,Ford,Focus RS500,A,FWD,345,440.372,00:07:20.372,47.214,4,FALSE,FALSE,87,6636.00,98.90,Ensolarado,15:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0125,RACE-016,2012-10-21,Festival Race,BBS Showdown,Route 24 Run,Route 24,Sprint,Asfalto,12.10,1,Blue,3,Skyler Bennett,Pink,4,2012,Dodge,Challenger SRT8 392,A,RWD,470,452.126,00:07:32.126,58.968,5,FALSE,FALSE,76,6048.00,96.30,Nublado,15:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0126,RACE-016,2012-10-21,Festival Race,BBS Showdown,Route 24 Run,Route 24,Sprint,Asfalto,12.10,1,Blue,3,Harper Diaz,Pink,4,1985,Ford,RS200 Evolution,A,AWD,450,455.935,00:07:35.935,62.777,6,FALSE,FALSE,66,5459.00,95.54,Nublado,15:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0127,RACE-016,2012-10-21,Festival Race,BBS Showdown,Route 24 Run,Route 24,Sprint,Asfalto,12.10,1,Blue,3,Riley Grant,Pink,4,1998,Toyota,Supra RZ,B,RWD,320,477.236,00:07:57.236,84.078,7,FALSE,FALSE,55,4872.00,91.30,Chuva leve,15:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0128,RACE-016,2012-10-21,Festival Race,BBS Showdown,Route 24 Run,Route 24,Sprint,Asfalto,12.10,1,Blue,3,Morgan Reed,Orange,5,1970,Ford,Mustang Boss 429,B,RWD,375,486.165,00:08:06.165,93.007,8,FALSE,FALSE,44,4284.00,89.60,Ensolarado,15:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0129,RACE-017,2012-10-22,Festival Race,Rockstar Cliff Run,Finley Ram Circuit,Finley Dam,Circuit,Asfalto,8.60,3,Blue,3,Alex Mercer,Blue,3,2005,Ford,GT,S,RWD,550,899.339,00:14:59.339,0.000,1,TRUE,FALSE,120,8400.00,103.30,Vento forte,16:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0130,RACE-017,2012-10-22,Festival Race,Rockstar Cliff Run,Finley Ram Circuit,Finley Dam,Circuit,Asfalto,8.60,3,Blue,3,Jamie Cole,Purple,6,2013,Dodge,Viper GTS,S,RWD,640,908.506,00:15:08.506,9.167,2,FALSE,FALSE,109,7811.00,102.20,Nublado,16:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0131,RACE-017,2012-10-22,Festival Race,Rockstar Cliff Run,Finley Ram Circuit,Finley Dam,Circuit,Asfalto,8.60,3,Blue,3,Cameron Price,Purple,6,2012,Lamborghini,Aventador LP700-4,S,AWD,700,956.096,00:15:56.096,56.756,3,FALSE,FALSE,98,7224.00,97.10,Ensolarado,16:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0132,RACE-017,2012-10-22,Festival Race,Rockstar Cliff Run,Finley Ram Circuit,Finley Dam,Circuit,Asfalto,8.60,3,Blue,3,Drew Foster,Pink,4,2010,Lexus,LFA,S,RWD,552,994.424,00:16:34.424,95.085,4,FALSE,FALSE,87,6636.00,93.40,Seco,16:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0133,RACE-017,2012-10-22,Festival Race,Rockstar Cliff Run,Finley Ram Circuit,Finley Dam,Circuit,Asfalto,8.60,3,Blue,3,Skyler Bennett,Purple,6,2002,Nissan,Skyline GT-R V-Spec II,A,AWD,327,1066.233,00:17:46.233,166.894,5,FALSE,FALSE,76,6048.00,87.10,Seco,16:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0134,RACE-017,2012-10-22,Festival Race,Rockstar Cliff Run,Finley Ram Circuit,Finley Dam,Circuit,Asfalto,8.60,3,Blue,3,Harper Diaz,Blue,3,2011,Subaru,Impreza WRX STI,A,AWD,305,1075.146,00:17:55.146,175.807,6,FALSE,FALSE,66,5459.00,86.40,Ensolarado,16:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0135,RACE-017,2012-10-22,Festival Race,Rockstar Cliff Run,Finley Ram Circuit,Finley Dam,Circuit,Asfalto,8.60,3,Blue,3,Jordan Hayes,Pink,4,1983,Audi,Sport quattro,B,AWD,302,1082.435,00:18:02.435,183.096,7,FALSE,FALSE,55,4872.00,85.80,Seco,16:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0136,RACE-017,2012-10-22,Festival Race,Rockstar Cliff Run,Finley Ram Circuit,Finley Dam,Circuit,Asfalto,8.60,3,Blue,3,Reese Morgan,Blue,3,2011,Ford,F-150 SVT Raptor,B,AWD,411,1087.729,00:18:07.729,188.390,8,FALSE,FALSE,44,4284.00,85.40,Chuva leve,16:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0137,RACE-018,2012-10-23,Festival Race,Fatlace Chase,Route 27 Run,Route 27,Sprint,Asfalto,13.40,1,Blue,3,Cameron Price,Pink,4,1997,Lamborghini,Diablo SV,S,RWD,510,279.270,00:04:39.270,0.000,1,TRUE,FALSE,120,8400.00,172.70,Nublado,17:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0138,RACE-018,2012-10-23,Festival Race,Fatlace Chase,Route 27 Run,Route 27,Sprint,Asfalto,13.40,1,Blue,3,Alex Mercer,Purple,6,1985,Ford,RS200 Evolution,A,AWD,450,286.360,00:04:46.360,7.090,2,FALSE,FALSE,109,7811.00,168.50,Ensolarado,17:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0139,RACE-018,2012-10-23,Festival Race,Fatlace Chase,Route 27 Run,Route 27,Sprint,Asfalto,13.40,1,Blue,3,Drew Foster,Purple,6,2004,Saleen,S7,S,RWD,575,293.953,00:04:53.953,14.683,3,FALSE,FALSE,98,7224.00,164.10,Ensolarado,17:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0140,RACE-018,2012-10-23,Festival Race,Fatlace Chase,Route 27 Run,Route 27,Sprint,Asfalto,13.40,1,Blue,3,Skyler Bennett,Pink,4,2010,Ferrari,458 Italia,S,RWD,562,295.019,00:04:55.019,15.749,4,FALSE,FALSE,87,6636.00,163.51,Chuva leve,17:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0141,RACE-018,2012-10-23,Festival Race,Fatlace Chase,Route 27 Run,Route 27,Sprint,Asfalto,13.40,1,Blue,3,Jordan Hayes,Purple,6,2011,Audi,R8 GT,S,AWD,560,306.433,00:05:06.433,27.163,5,FALSE,FALSE,76,6048.00,157.40,Vento forte,17:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0142,RACE-018,2012-10-23,Festival Race,Fatlace Chase,Route 27 Run,Route 27,Sprint,Asfalto,13.40,1,Blue,3,Avery Scott,Blue,3,1970,Ford,Mustang Boss 429,B,RWD,375,309.212,00:05:09.212,29.942,6,FALSE,FALSE,66,5459.00,156.00,Seco,17:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0143,RACE-018,2012-10-23,Festival Race,Fatlace Chase,Route 27 Run,Route 27,Sprint,Asfalto,13.40,1,Blue,3,Harper Diaz,Blue,3,1998,Toyota,Supra RZ,B,RWD,320,322.809,00:05:22.809,43.539,7,FALSE,FALSE,55,4872.00,149.40,Ensolarado,17:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0144,RACE-018,2012-10-23,Festival Race,Fatlace Chase,Route 27 Run,Route 27,Sprint,Asfalto,13.40,1,Blue,3,Jamie Cole,Blue,3,2010,Ford,Focus RS500,A,FWD,345,439.737,00:07:19.737,160.466,8,FALSE,TRUE,44,4284.00,109.70,Chuva leve,17:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0145,RACE-019,2012-10-24,Festival Race,BBS Japanese Trailblazers,Reservoir Trail,Reservoir,Trail,Terra,11.90,1,Blue,3,Jordan Hayes,Blue,3,2005,Ford,GT,S,RWD,550,431.519,00:07:11.519,0.000,1,TRUE,FALSE,120,8400.00,99.30,Vento forte,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0146,RACE-019,2012-10-24,Festival Race,BBS Japanese Trailblazers,Reservoir Trail,Reservoir,Trail,Terra,11.90,1,Blue,3,Riley Grant,Purple,6,2002,Nissan,Skyline GT-R V-Spec II,A,AWD,327,444.131,00:07:24.131,12.612,2,FALSE,FALSE,109,7811.00,96.50,Chuva leve,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0147,RACE-019,2012-10-24,Festival Race,BBS Japanese Trailblazers,Reservoir Trail,Reservoir,Trail,Terra,11.90,1,Blue,3,Reese Morgan,Blue,3,2010,Lexus,LFA,S,RWD,552,455.325,00:07:35.325,23.806,3,FALSE,FALSE,98,7224.00,94.10,Chuva leve,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0148,RACE-019,2012-10-24,Festival Race,BBS Japanese Trailblazers,Reservoir Trail,Reservoir,Trail,Terra,11.90,1,Blue,3,Taylor Brooks,Blue,3,2012,Lamborghini,Aventador LP700-4,S,AWD,700,455.772,00:07:35.772,24.253,4,FALSE,FALSE,87,6636.00,94.00,Nublado,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0149,RACE-019,2012-10-24,Festival Race,BBS Japanese Trailblazers,Reservoir Trail,Reservoir,Trail,Terra,11.90,1,Blue,3,Jamie Cole,Pink,4,2011,Subaru,Impreza WRX STI,A,AWD,305,461.382,00:07:41.382,29.863,5,FALSE,FALSE,76,6048.00,92.90,Ensolarado,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0150,RACE-019,2012-10-24,Festival Race,BBS Japanese Trailblazers,Reservoir Trail,Reservoir,Trail,Terra,11.90,1,Blue,3,Morgan Reed,Pink,4,2012,Nissan,GT-R Black Edition,A,AWD,530,473.754,00:07:53.754,42.235,6,FALSE,FALSE,66,5459.00,90.40,Chuva leve,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0151,RACE-019,2012-10-24,Festival Race,BBS Japanese Trailblazers,Reservoir Trail,Reservoir,Trail,Terra,11.90,1,Blue,3,Peyton Hughes,Pink,4,2013,Dodge,Viper GTS,S,RWD,640,476.025,00:07:56.025,44.505,7,FALSE,FALSE,55,4872.00,90.00,Nublado,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0152,RACE-019,2012-10-24,Festival Race,BBS Japanese Trailblazers,Reservoir Trail,Reservoir,Trail,Terra,11.90,1,Blue,3,Casey Turner,Orange,5,2008,BMW,M3,A,RWD,414,505.579,00:08:25.579,74.059,8,FALSE,FALSE,44,4284.00,84.70,Ensolarado,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0153,RACE-020,2012-10-22,Star Showdown,Star Showdown - Ramona Cravache,Ramona Challenge Route,Red Rock,Head-to-Head,Misto,13.20,1,Yellow,1,Ramona Cravache,Yellow,1,2011,Ford,F-150 SVT Raptor,B,AWD,411,282.634,00:04:42.634,0.000,1,TRUE,FALSE,0,10500.00,168.10,Seco,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0154,RACE-020,2012-10-22,Star Showdown,Star Showdown - Ramona Cravache,Ramona Challenge Route,Red Rock,Head-to-Head,Misto,13.20,1,Yellow,1,Alex Mercer,Yellow,1,2012,Lamborghini,Aventador LP700-4,S,AWD,700,288.567,00:04:48.567,5.932,2,FALSE,FALSE,0,10500.00,164.68,Seco,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
