registro_id,data_evento,dia_festival,regiao,local_evento,area_palco,radio_estacao,artista,faixa_musical,estilo_musical,tipo_apresentacao,horario_inicio,duracao_min,pulseira_cor,nivel_pulseira,categoria_pulseira,capacidade_area,ingressos_emitidos,checkins,convidados,staff,pessoas_na_area,no_show,ocupacao_pct,preco_medio_ingresso_usd,receita_ingressos_usd,consumo_medio_pessoa_usd,receita_alimentos_bebidas_usd,receita_merch_usd,avaliacao_publico_0a10,incidentes_reportados,registro_sintetico,fonte_referencia
MUS-0148,2012-10-19,1,Carson,Carson Street Hub,Palco Urbano,Horizon Bass Arena,Nero,Me & You,Dubstep,DJ set,16:45:00,35,Yellow,1,Rookie,9500,8246,7476,398,115,7989,770,84.10,51.97,388527.72,36.24,164130.09,92577.94,7.3,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0149,2012-10-20,2,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Bass Arena,Nero,Reaching Out (Fred Falke Remix),Electronic,DJ set,17:00:00,90,Blue,3,Intermediate,6396,5849,5520,102,55,5677,329,88.80,78.82,435086.40,34.80,114991.10,21940.77,8.9,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0150,2012-10-21,3,Carson,Carson Street Hub,Palco Urbano,Horizon Bass Arena,New Order,Blue Monday,New Wave,DJ set,18:15:00,40,Orange,5,Advanced,4370,4370,4102,143,68,4313,268,98.70,105.47,432637.94,38.46,92931.73,20940.60,8.9,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0151,2012-10-22,4,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Bass Arena,Porter Robinson,Language,Progressive House,DJ set,19:30:00,45,Gold,7,Elite/VIP,1476,1158,1054,28,24,1106,104,74.90,140.39,147971.06,56.55,43552.01,4759.59,9.7,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0152,2012-10-23,5,Carson,Carson Street Hub,Palco Urbano,Horizon Bass Arena,Rusko,Everyday (Netsky VIP Remix),Drum & Bass,DJ set,20:45:00,75,Green,2,Rookie,8740,7173,6331,252,77,6660,842,76.20,66.08,418352.48,48.57,176146.81,38977.67,9.2,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0153,2012-10-24,6,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Bass Arena,Rusko,Somebody to Love (Sigma Remix),Drum & Bass,DJ set,21:00:00,40,Pink,4,Intermediate,5166,5162,4678,180,69,4927,484,95.40,93.03,435194.34,49.56,170500.76,48070.96,8.1,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0154,2012-10-25,7,Carson,Carson Street Hub,Palco Urbano,Horizon Bass Arena,Scuba,The Hope,Techno,DJ set,22:15:00,90,Purple,6,Elite,2850,2465,2352,100,24,2476,113,86.90,125.70,295646.40,34.47,66291.90,22194.34,9.8,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0155,2012-10-19,1,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Bass Arena,The Hacker,Bass 4,Electro,DJ set,12:30:00,45,Yellow,1,Rookie,5000,3946,3518,112,86,3716,428,74.30,47.79,168125.22,32.58,76275.22,10889.30,8.9,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0156,2012-10-20,2,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Bass Arena,Wolfgang Gartner,Illmerica (Extended Version),Electro House,DJ set,13:45:00,60,Blue,3,Intermediate,5616,4625,4287,194,73,4554,338,81.10,86.04,368853.48,30.27,82418.39,38056.66,9.0,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0157,2012-10-21,3,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Pulse,Cut Copy,Need You Now,Indietronica,Festival set,14:00:00,90,Orange,5,Advanced,2300,1927,1775,70,31,1876,152,81.60,112.42,199545.50,35.42,45326.91,22153.74,7.5,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0158,2012-10-22,4,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Pulse,Electric Guest,Awake,Indie Pop,Festival set,15:15:00,50,Gold,7,Elite/VIP,1296,1207,1089,17,18,1124,118,86.70,139.10,151479.90,45.69,27277.69,9526.73,7.6,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0159,2012-10-23,5,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Pulse,Empire of the Sun,Walking on a Dream,Synthpop,Festival set,16:30:00,40,Green,2,Rookie,4600,3144,2840,47,80,2967,304,64.50,61.67,175142.80,32.27,57986.49,19057.40,8.7,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0160,2012-10-24,6,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Pulse,Fixers,Iron Deer Dream (Chad Valley Remix),Indie Electronic,Festival set,17:45:00,45,Pink,4,Intermediate,4536,4004,3705,212,69,3986,299,87.90,94.26,349233.30,39.59,122999.61,28079.47,7.3,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0161,2012-10-25,7,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Pulse,Foster The People,Don't Stop (Color on the Walls),Indie Pop,Festival set,18:00:00,55,Purple,6,Elite,1500,1226,1126,47,22,1195,100,79.70,123.54,139106.04,31.76,21024.39,9323.18,8.8,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0162,2012-10-19,1,Gladstone,Gladstone Outpost,Palco Norte,Horizon Pulse,Friendly Fires,Hawaiian Air,Indie Dance,Festival set,19:15:00,60,Yellow,1,Rookie,6400,4787,4522,114,96,4732,265,73.90,51.72,233877.84,34.18,122978.12,44271.70,8.3,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0163,2012-10-20,2,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Pulse,Friendly Fires,Hurting,Indie Dance,Festival set,20:30:00,45,Blue,3,Intermediate,5304,4527,3988,138,60,4186,539,78.90,77.07,307355.16,29.32,85206.81,24238.84,8.0,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0164,2012-10-21,3,Gladstone,Gladstone Outpost,Palco Norte,Horizon Pulse,Hooray for Earth,No Love,Indie Rock,Festival set,21:45:00,55,Orange,5,Advanced,2944,2431,2318,97,51,2466,113,83.80,102.92,238568.56,43.09,69711.74,11845.06,8.1,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0165,2012-10-22,4,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Pulse,Hot Chip,Over & Over,Indietronica,Festival set,22:00:00,40,Gold,7,Elite/VIP,1224,1094,1060,37,18,1115,34,91.10,138.54,146852.40,31.86,27330.51,13146.02,9.0,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0166,2012-10-23,5,Gladstone,Gladstone Outpost,Palco Norte,Horizon Pulse,Ladyhawke,"Black, White and Blue",Synthpop,Festival set,12:15:00,55,Green,2,Rookie,5888,5880,5439,258,91,5788,441,98.30,63.50,345376.50,38.62,168181.67,19389.09,7.8,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0167,2012-10-24,6,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Pulse,Maverick Sabre,Let Me Go,Soul / Pop,Festival set,13:30:00,45,Pink,4,Intermediate,4284,3988,3496,212,41,3749,492,87.50,100.07,349844.72,23.33,63924.15,37436.11,8.9,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0168,2012-10-25,7,Gladstone,Gladstone Outpost,Palco Norte,Horizon Pulse,Miike Snow,Paddling Out,Indie Pop,Festival set,14:45:00,40,Purple,6,Elite,1920,1910,1804,30,21,1855,106,96.60,128.00,230912.00,36.19,41374.05,15939.03,7.2,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0169,2012-10-19,1,Main Stage,Festival Central,Palco Principal,Horizon Pulse,Noah and the Whale,Life is Life (Yuksek Remix),Indie Electronic,Festival set,15:00:00,60,Yellow,1,Rookie,24000,16264,14996,429,386,15811,1268,65.90,47.27,708860.92,31.03,273360.79,67495.44,8.4,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0170,2012-10-20,2,Montano Plains,Montano Fields,Palco Sunset,Horizon Pulse,Passion Pit,Take A Walk,Indie Pop,Festival set,16:15:00,75,Blue,3,Intermediate,8580,7414,6639,157,142,6938,775,80.90,84.58,561526.62,36.37,127686.92,61456.32,8.6,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0171,2012-10-21,3,Main Stage,Festival Central,Palco Principal,Horizon Pulse,Phoenix,1901,Indie Rock,Festival set,17:30:00,55,Orange,5,Advanced,11040,8381,7953,222,114,8289,428,75.10,114.36,909505.08,33.36,192697.77,21623.01,7.9,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0172,2012-10-22,4,Montano Plains,Montano Fields,Palco Sunset,Horizon Pulse,Sam and the Womp,Bom Bom,Dance Pop,Festival set,18:45:00,55,Gold,7,Elite/VIP,1980,1280,1232,37,23,1292,48,65.30,138.66,170829.12,47.40,46677.17,7741.23,8.8,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0173,2012-10-23,5,Main Stage,Festival Central,Palco Principal,Horizon Pulse,Santigold,Disparate Youth,Alternative Pop,Festival set,19:00:00,90,Green,2,Rookie,22080,18229,16902,1089,259,18250,1327,82.70,69.60,1176379.20,43.46,577156.59,177712.41,8.1,3,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0174,2012-10-24,6,Montano Plains,Montano Fields,Palco Sunset,Horizon Pulse,Tesla Boy,Spirit of the Night,Synthpop,Festival set,20:15:00,40,Pink,4,Intermediate,6930,6642,6109,252,80,6441,533,92.90,87.86,536736.74,39.18,159401.19,51145.83,8.8,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0175,2012-10-25,7,Main Stage,Festival Central,Palco Principal,Horizon Pulse,The Maccabees,Pelican,Indie Rock,Festival set,21:30:00,40,Purple,6,Elite,7200,6074,5848,147,99,6094,226,84.60,127.58,746087.84,39.61,119892.87,22873.65,7.8,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0176,2012-10-19,1,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Pulse,The Naked & Famous,Punching in a Dream,Indie Electronic,Festival set,22:45:00,55,Yellow,1,Rookie,8200,7054,6379,193,67,6639,675,81.00,56.43,359966.97,39.92,173194.62,19453.95,8.4,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0177,2012-10-20,2,Carson,Carson Street Hub,Palco Urbano,Horizon Pulse,Tom Vek,Aroused,Indie Electronic,Festival set,12:00:00,35,Blue,3,Intermediate,7410,7410,6497,119,128,6744,913,91.00,77.02,500398.94,25.98,91218.89,57961.22,8.3,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0178,2012-10-21,3,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Pulse,Two Door Cinema Club,Something Good Can Work (The Twelves Remix),Indie Dance,Festival set,13:15:00,75,Orange,5,Advanced,3772,2946,2596,97,64,2757,350,73.10,106.26,275850.96,45.16,84482.10,21017.58,8.2,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0179,2012-10-22,4,Carson,Carson Street Hub,Palco Urbano,Horizon Pulse,Willy Moon,Yeah Yeah,Indie Pop,Festival set,14:30:00,50,Gold,7,Elite/VIP,1710,1191,1094,45,26,1165,97,68.10,140.69,153914.86,51.04,45996.35,8036.80,8.4,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0180,2012-10-23,5,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Rocks,Arctic Monkeys,R U Mine?,Indie Rock,Live set,15:45:00,50,Green,2,Rookie,7544,5907,5616,213,72,5901,291,78.20,72.12,405025.92,41.08,124564.78,60131.44,7.5,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
